file,comment,clean_comment
/content/pandas/pandas/tests/series/indexing/test_getitem.py,# see GH#13509,see gh
/content/pandas/pandas/tests/io/parser/test_c_parser_only.py,# fallback casting,fallback casting
/content/pandas/pandas/tests/reshape/merge/test_join.py,# Join on string value,join on string value
/content/pandas/pandas/io/pytables.py,# so delegate to the iterator,so delegate to the iterator
/content/pandas/pandas/io/sas/sas7bdat.py,"# Read a single unsigned integer of the given width (1, 2, 4 or 8).",read a single unsigned integer of the given width    or
/content/pandas/pandas/tests/config/test_config.py,# Formatter is none (default),formatter is none default
/content/pandas/doc/sphinxext/announce.py,"# authors, in current release and previous to current release.",authors in current release and previous to current release
/content/pandas/pandas/tests/copy_view/test_methods.py,# still shares memory (df2 is a shallow copy),still shares memory df is a shallow copy
/content/pandas/pandas/tests/dtypes/cast/test_promote.py,# filling anything with a string casts to object,filling anything with a string casts to object
/content/pandas/pandas/tests/copy_view/test_methods.py,# mutating df triggers a copy-on-write for the column / block,mutating df triggers a copyonwrite for the column  block
/content/pandas/pandas/tests/reshape/test_cut.py,# See https://github.com/pandas-dev/pandas/pull/56101#discussion_r1405325425,see httpsgithubcompandasdevpandaspulldiscussionr
/content/pandas/pandas/tests/tslibs/test_conversion.py,# localize_pydatetime,localizepydatetime
/content/pandas/pandas/core/interchange/from_dataframe.py,"# hold on to buffers, keeps memory alive",hold on to buffers keeps memory alive
/content/pandas/pandas/tests/util/test_assert_series_equal.py,# https://github.com/pandas-dev/pandas/issues/55882,httpsgithubcompandasdevpandasissues
/content/requests/tests/test_lowlevel.py,# release server block,release server block
/content/pandas/pandas/io/pytables.py,#  by the definition in index_cols.,by the definition in indexcols
/content/pandas/pandas/tests/io/parser/test_c_parser_only.py,# see gh-3453,see gh
/content/pandas/pandas/tests/io/test_orc.py,# FIXME: without casting to ns we do not round-trip correctly,fixme without casting to ns we do not roundtrip correctly
/content/pandas/pandas/io/parsers/python_parser.py,"# This was the first line of the file,",this was the first line of the file
/content/pandas/pandas/tests/window/test_timeseries_window.py,# to compare with a time-based roll,to compare with a timebased roll
/content/pandas/pandas/tests/tools/test_to_datetime.py,# extra columns,extra columns
/content/pandas/pandas/tests/scalar/timestamp/test_arithmetic.py,"# In particular, check that datetime64 - Timestamp works GH#28286",in particular check that datetime  timestamp works gh
/content/requests/tests/test_lowlevel.py,# Verify we haven't overwritten the location with our previous fragment.,verify we havent overwritten the location with our previous fragment
/content/pandas/pandas/tests/dtypes/test_concat.py,# concat_compat behavior on series._values should match pd.concat on series,concatcompat behavior on seriesvalues should match pdconcat on series
/content/pandas/pandas/tests/groupby/transform/test_numba.py,# TODO: Test more than just reductions (e.g. actually test transformations once we have,todo test more than just reductions eg actually test transformations once we have
/content/pandas/pandas/io/pytables.py,# ExtensionArrays (1d) may not have transpose.,extensionarrays d may not have transpose
/content/pandas/pandas/tests/dtypes/test_missing.py,"# identify check doesn't work for datetime64/timedelta64(""NaT"") bc they",identify check doesnt work for datetimetimedeltanat bc they
/content/pandas/pandas/io/json/_normalize.py,"# as pd.Dataframe(data) or pd.Dataframe(data, sep)",as pddataframedata or pddataframedata sep
/content/pandas/pandas/core/arrays/sparse/accessor.py,# a small overhead.,a small overhead
/content/pandas/pandas/tests/resample/test_resample_api.py,# non DatetimeIndex,non datetimeindex
/content/pandas/pandas/tests/reshape/test_cut.py,# see gh-19891,see gh
/content/pandas/asv_bench/benchmarks/pandas_vb_common.py,# causes an exception to be raised,causes an exception to be raised
/content/pandas/pandas/core/generic.py,# type: ignore[arg-type],type ignoreargtype
/content/pandas/pandas/tests/copy_view/test_methods.py,# function mutates the row object (which needs to trigger CoW if row is a view),function mutates the row object which needs to trigger cow if row is a view
/content/pandas/pandas/tests/test_algos.py,"# since factorize removes all NaNs, we do the same here",since factorize removes all nans we do the same here
/content/pandas/pandas/tests/indexing/test_chaining_and_caching.py,# TODO: Use tm.raises_chained_assignment_error() when PDEP-6 is enforced,todo use tmraiseschainedassignmenterror when pdep is enforced
/content/pandas/doc/sphinxext/announce.py,"# Homu is the author of auto merges, clean him out.",homu is the author of auto merges clean him out
/content/pandas/pandas/tests/series/test_arithmetic.py,# vs a cat-like,vs a catlike
/content/pandas/pandas/io/common.py,# open URLs,open urls
/content/pandas/pandas/tests/frame/methods/test_round.py,# Here's the test frame we'll be working with,heres the test frame well be working with
/content/pandas/pandas/core/computation/scope.py,# only look for locals in outer scope,only look for locals in outer scope
/content/pandas/pandas/tests/tools/test_to_datetime.py,# if we have ints/strings,if we have intsstrings
/content/pandas/pandas/tests/arrays/integer/test_function.py,# https://github.com/pandas-dev/pandas/issues/33317,httpsgithubcompandasdevpandasissues
/content/pandas/pandas/tests/series/methods/test_nlargest.py,# not supported on some archs,not supported on some archs
/content/pandas/pandas/io/parsers/python_parser.py,# use the EA's implementation of casting,use the eas implementation of casting
/content/pandas/pandas/tests/io/pytables/test_file_handling.py,# nested close,nested close
/content/pandas/pandas/core/computation/eval.py,"# ops.BinOp; for internal compat, not intended to be passed by users",opsbinop for internal compat not intended to be passed by users
/content/pandas/pandas/tests/reshape/concat/test_append_common.py,# cannot append non-index,cannot append nonindex
/content/pandas/pandas/tests/series/test_arithmetic.py,# interval dtype comparisons not yet implemented,interval dtype comparisons not yet implemented
/content/pandas/pandas/core/arrays/datetimelike.py,# Adding or subtracting a Timedelta/Timestamp scalar is freq-preserving,adding or subtracting a timedeltatimestamp scalar is freqpreserving
/content/pandas/pandas/tests/indexes/test_common.py,# should still fail even if it would be the right length,should still fail even if it would be the right length
/content/pandas/pandas/tests/copy_view/test_methods.py,# DataFrame methods returning new DataFrame using shallow copy,dataframe methods returning new dataframe using shallow copy
/content/pandas/pandas/tests/frame/methods/test_astype.py,"# We get the nearest supported unit, i.e. ""s""",we get the nearest supported unit ie s
/content/pandas/pandas/io/pytables.py,# GH#30962 needed by dask,gh needed by dask
/content/pandas/pandas/core/indexers/objects.py,# right endpoint is open,right endpoint is open
/content/pandas/pandas/core/generic.py,# Avoid converting to NaT,avoid converting to nat
/content/pandas/pandas/tests/io/parser/test_network.py,# can probably mock this though.,can probably mock this though
/content/pandas/pandas/tests/tools/test_to_datetime.py,# not enough,not enough
/content/pandas/pandas/_typing.py,# Shared by functions such as drop and astype,shared by functions such as drop and astype
/content/pandas/pandas/tests/window/test_expanding.py,# .loc is not preserving the names,loc is not preserving the names
/content/pandas/pandas/core/dtypes/dtypes.py,# find a better solution,find a better solution
/content/pandas/pandas/tests/scalar/timestamp/methods/test_tz_localize.py,# utc+1 -> utc+2,utc  utc
/content/pandas/pandas/core/series.py,"# Reindexing, sorting",reindexing sorting
/content/pandas/pandas/tests/io/sas/test_sas7bdat.py,# Test that pandas doesn't corrupt the numbers by adding,test that pandas doesnt corrupt the numbers by adding
/content/pandas/pandas/core/dtypes/dtypes.py,# e.g. int32 -> 32 bits // 8 = 4 bytes,eg int   bits     bytes
/content/pandas/pandas/core/arrays/datetimelike.py,# type: ignore[return-value],type ignorereturnvalue
/content/pandas/pandas/core/arrays/datetimelike.py,# Frequency Properties/Methods,frequency propertiesmethods
/content/requests/tests/test_lowlevel.py,# it had actual content (not checking for SOCKS protocol for now),it had actual content not checking for socks protocol for now
/content/pandas/pandas/core/arrays/datetimelike.py,# type: ignore[call-arg],type ignorecallarg
/content/pandas/pandas/core/internals/construction.py,"# figure out the index, if necessary",figure out the index if necessary
/content/pandas/pandas/tests/base/test_misc.py,# See gh-12238,see gh
/content/pandas/pandas/tests/groupby/methods/test_nth.py,# https://github.com/pandas-dev/pandas/issues/33071,httpsgithubcompandasdevpandasissues
/content/pandas/pandas/io/pytables.py,# create the table,create the table
/content/pandas/pandas/tests/series/test_logical_ops.py,# matches DataFrame behavior,matches dataframe behavior
/content/pandas/pandas/tests/window/test_timeseries_window.py,# not a valid freq,not a valid freq
/content/pandas/pandas/tests/extension/base/ops.py,# scalars don't support invert -> we don't expect the vectorized,scalars dont support invert  we dont expect the vectorized
/content/pandas/pandas/tests/arrays/test_datetimes.py,"# Like for getitem, if we are passed a naive-like string, we impute",like for getitem if we are passed a naivelike string we impute
/content/pandas/pandas/core/generic.py,# Note: obj.x will always call obj.__getattribute__('x') prior to,note objx will always call objgetattributex prior to
/content/pandas/pandas/io/common.py,# unchanged. using fsspec appears to break the ability to infer if the,unchanged using fsspec appears to break the ability to infer if the
/content/pandas/pandas/tests/io/parser/test_dialect.py,# No conflict,no conflict
/content/pandas/pandas/io/sas/sas_constants.py,# http://support.sas.com/documentation/cdl/en/etsug/60372/HTML/default/viewer.htm#etsug_intervals_sect009.htm,httpsupportsascomdocumentationcdlenetsughtmldefaultviewerhtmetsugintervalssecthtm
/content/pandas/pandas/tests/series/indexing/test_getitem.py,# not monotonic,not monotonic
/content/pandas/pandas/tests/reshape/merge/test_join.py,# smoke test,smoke test
/content/pandas/pandas/tests/io/json/test_ujson.py,# 8 is the max recursion depth,is the max recursion depth
/content/pandas/pandas/tests/reshape/test_qcut.py,# rounded to comparisons are a bit tricky.,rounded to comparisons are a bit tricky
/content/pandas/pandas/io/excel/_odfreader.py,# add blank rows to our table,add blank rows to our table
/content/pandas/pandas/tests/copy_view/test_methods.py,# Original is unchanged,original is unchanged
/content/pandas/pandas/core/generic.py,"# type ""dict[Literal['index', 'columns'], Callable[[Any], str]]""",type dictliteralindex columns callableany str
/content/pandas/pandas/tests/strings/test_cat.py,# add index of s for alignment,add index of s for alignment
/content/pandas/pandas/_typing.py,# To prevent import cycles place any internal imports in the branch below,to prevent import cycles place any internal imports in the branch below
/content/pandas/pandas/tests/extension/base/reduce.py,#  _get_expected_reduction_dtype. If you have a use case where this,getexpectedreductiondtype if you have a use case where this
/content/pandas/pandas/io/pytables.py,# find the axes,find the axes
/content/pandas/pandas/tests/frame/methods/test_rank.py,# see gh-15630.,see gh
/content/pandas/pandas/tests/series/methods/test_unique.py,# NAs in object arrays GH#714,nas in object arrays gh
/content/pandas/pandas/core/generic.py,"# error: Unsupported left operand type for - (""Type[NDFrame]"")",error unsupported left operand type for  typendframe
/content/pandas/pandas/io/pytables.py,# expected behaviour:,expected behaviour
/content/pandas/pandas/tests/io/sas/test_sas7bdat.py,# check: reader reads correct information,check reader reads correct information
/content/pandas/pandas/_typing.py,# converters,converters
/content/pandas/pandas/core/indexers/utils.py,"# allow a list_like, but exclude NamedTuples which can be indexers",allow a listlike but exclude namedtuples which can be indexers
/content/pandas/pandas/io/pytables.py,#  `c` below is a str.,c below is a str
/content/pandas/pandas/tests/groupby/methods/test_nth.py,# test multiple nth values,test multiple nth values
/content/pandas/pandas/core/arrays/datetimelike.py,# algorithms.factorize only passes sort=True here when freq is,algorithmsfactorize only passes sorttrue here when freq is
/content/pandas/pandas/tests/frame/methods/test_rank.py,# when values are intertwined with nan values.,when values are intertwined with nan values
/content/pandas/pandas/core/arrays/datetimelike.py,"# used for Timedelta/DatetimeArray, overwritten by PeriodArray",used for timedeltadatetimearray overwritten by periodarray
/content/pandas/pandas/tests/scalar/timestamp/methods/test_tz_localize.py,"# see gh-14621, GH#45087",see gh gh
/content/pandas/pandas/tests/reshape/test_cut.py,"# the dtype is inferred from ser, which has nanosecond unit",the dtype is inferred from ser which has nanosecond unit
/content/pandas/pandas/io/pytables.py,# check for column in the values conflicts,check for column in the values conflicts
/content/pandas/pandas/tests/arrays/sparse/test_arithmetics.py,# Ignore this if the actual op raises (e.g. pow).,ignore this if the actual op raises eg pow
/content/pandas/pandas/core/sorting.py,# sorter is index where elements ought to go,sorter is index where elements ought to go
/content/pandas/pandas/tests/config/test_localization.py,"# Once we exit the ""with"" statement, locale should be back to what it was.",once we exit the with statement locale should be back to what it was
/content/pandas/pandas/tests/indexes/datetimelike_/test_sort_values.py,# here with_freq refers to being period_range-like,here withfreq refers to being periodrangelike
/content/pandas/pandas/tests/arrays/sparse/test_combine_concat.py,# incompatible dtype -> Sparse[object] dtype,incompatible dtype  sparseobject dtype
/content/pandas/pandas/tests/io/parser/usecols/test_usecols_basic.py,# everything but the first case,everything but the first case
/content/pandas/pandas/io/common.py,"# python-zstandard defaults to text mode, but we always expect",pythonzstandard defaults to text mode but we always expect
/content/pandas/pandas/tests/config/test_config.py,# Test that option_context can be used as a decorator too (#34253).,test that optioncontext can be used as a decorator too
/content/pandas/pandas/io/parsers/python_parser.py,# that the list is not empty before proceeding.,that the list is not empty before proceeding
/content/pandas/pandas/tests/io/pytables/test_timezones.py,"# Single-tzinfo, no DST transition",singletzinfo no dst transition
/content/pandas/pandas/core/arrays/datetimelike.py,"# on type(self). For PeriodArray, it's Period (or stuff coercible",on typeself for periodarray its period or stuff coercible
/content/pandas/pandas/core/arrays/datetimelike.py,#  we retain that error message,we retain that error message
/content/pandas/pandas/tests/resample/test_resample_api.py,# make sure that we are consistent across,make sure that we are consistent across
/content/pandas/pandas/tests/extension/json/array.py,"# e.g. ""foo"" or 2.5",eg foo or
/content/pandas/pandas/core/generic.py,# all inputs have non-empty attrs,all inputs have nonempty attrs
/content/pandas/pandas/tests/test_algos.py,# Test not valid once order keyword is removed.,test not valid once order keyword is removed
/content/pandas/pandas/tests/tools/test_to_datetime.py,# out-of-bounds,outofbounds
/content/pandas/pandas/tests/extension/uuid/test_uuid.py,# Parts of ExtensionArray's essential API required for tests:,parts of extensionarrays essential api required for tests
/content/pandas/pandas/tests/extension/test_sparse.py,# this one looks doable.,this one looks doable
/content/pandas/pandas/tests/indexes/datetimes/methods/test_round.py,# test floor,test floor
/content/pandas/pandas/io/parsers/python_parser.py,# Apply NA values.,apply na values
/content/pandas/pandas/core/series.py,# type: ignore[assignment],type ignoreassignment
/content/pandas/pandas/tests/io/parser/test_c_parser_only.py,# This test case has a field too large for the Python parser / CSV library.,this test case has a field too large for the python parser  csv library
/content/pandas/pandas/io/common.py,"# Python <3.12, ZipExtFile has poor buffering that",python  zipextfile has poor buffering that
/content/pandas/pandas/tests/indexes/categorical/test_category.py,# long format,long format
/content/pandas/pandas/tests/frame/test_query_eval.py,# in/not in ops,innot in ops
/content/pandas/pandas/tests/dtypes/test_missing.py,# Check the handling of nested arrays in array_equivalent_object,check the handling of nested arrays in arrayequivalentobject
/content/pandas/pandas/tests/reshape/concat/test_append_common.py,# cannot append non-index,cannot append nonindex
/content/pandas/pandas/core/series.py,"# class ""NDFrame"")",class ndframe
/content/pandas/pandas/tests/frame/methods/test_astype.py,# to object,to object
/content/pandas/pandas/io/pytables.py,# we have a data_column,we have a datacolumn
/content/flask/tests/test_blueprints.py,# first request,first request
/content/pandas/pandas/io/common.py,# type: ignore[arg-type],type ignoreargtype
/content/pandas/pandas/core/generic.py,# Shift method is implemented differently when freq is not None,shift method is implemented differently when freq is not none
/content/flask/src/flask/ctx.py,# Open the session at the moment that the request context is available.,open the session at the moment that the request context is available
/content/pandas/pandas/core/dtypes/base.py,# https://github.com/pandas-dev/pandas/issues/22960,httpsgithubcompandasdevpandasissues
/content/pandas/pandas/tests/scalar/timestamp/methods/test_tz_convert.py,# the tz_convert tests,the tzconvert tests
/content/pandas/pandas/tests/series/test_arithmetic.py,# unequal comparison should raise for unordered cats,unequal comparison should raise for unordered cats
/content/pandas/pandas/_typing.py,# Arrow PyCapsule Interface,arrow pycapsule interface
/content/pandas/pandas/io/common.py,# open mmap and adds *-able,open mmap and adds able
/content/pandas/pandas/tests/frame/indexing/test_getitem.py,"# CategoricalIndex([1, 1, 2, 1, 3, 2],",categoricalindex
/content/pandas/pandas/io/pytables.py,"# Value of type ""Optional[Any]"" is not indexable  [index]",value of type optionalany is not indexable  index
/content/pandas/pandas/io/pytables.py,# values columns,values columns
/content/pandas/pandas/tests/io/parser/usecols/test_usecols_basic.py,# see gh-4201: test that index_col as integer reflects usecols,see gh test that indexcol as integer reflects usecols
/content/pandas/pandas/tests/tools/test_to_datetime.py,# mixed tzs will raise if errors='raise',mixed tzs will raise if errorsraise
/content/pandas/pandas/tests/tools/test_to_datetime.py,"# `format` is longer than the string, so this fails regardless of `exact`",format is longer than the string so this fails regardless of exact
/content/pandas/pandas/tests/reshape/concat/test_append_common.py,# different dtype => not-category,different dtype  notcategory
/content/pandas/pandas/tests/reshape/concat/test_append_common.py,"# mixed dtype, values are all in categories => not-category",mixed dtype values are all in categories  notcategory
/content/pandas/pandas/core/computation/scope.py,"# won't remove it, but DECREF it",wont remove it but decref it
/content/pandas/pandas/io/json/_json.py,# apply compression and byte/text conversion,apply compression and bytetext conversion
/content/pandas/pandas/tests/arrays/test_datetimes.py,# with different ordering for underlying ndarray; behavior should,with different ordering for underlying ndarray behavior should
/content/pandas/pandas/tests/tools/test_to_datetime.py,"# TODO: should Index get ""s"" by default here?",todo should index get s by default here
/content/pandas/pandas/tests/extension/test_categorical.py,# ensure we meet the requirements,ensure we meet the requirements
/content/pandas/pandas/tests/arrays/boolean/test_ops.py,"# matching numpy behavior, abs is the identity function",matching numpy behavior abs is the identity function
/content/pandas/pandas/tests/frame/test_api.py,# drop_duplicates,dropduplicates
/content/pandas/pandas/tests/indexes/ranges/test_setops.py,"# Flipping the step of 'other' doesn't affect the result, but",flipping the step of other doesnt affect the result but
/content/pandas/pandas/tests/io/json/test_ujson.py,# Make sure no Exception is raised.,make sure no exception is raised
/content/pandas/pandas/tests/io/parser/test_c_parser_only.py,# was not increasing the buffer size when,was not increasing the buffer size when
/content/pandas/pandas/tests/extension/base/missing.py,"# but with copy=False, this raises for EAs that respect the copy keyword",but with copyfalse this raises for eas that respect the copy keyword
/content/pandas/pandas/core/ops/array_ops.py,"#  incorrectly, see GH#32047",incorrectly see gh
/content/pandas/pandas/tests/config/test_config.py,# int is_int,int isint
/content/pandas/pandas/core/ops/array_ops.py,# TODO we should handle EAs consistently and move this check before the if/else,todo we should handle eas consistently and move this check before the ifelse
/content/pandas/pandas/core/arrays/datetimelike.py,#  so we can specify dtype_if_all_nat.,so we can specify dtypeifallnat
/content/pandas/pandas/core/generic.py,# accept a combination of column/index labels and levels.  All such,accept a combination of columnindex labels and levels  all such
/content/pandas/pandas/core/dtypes/dtypes.py,#  `indexer` not having any -1s implies that there is a,indexer not having any s implies that there is a
/content/pandas/pandas/core/generic.py,# exception:,exception
/content/pandas/pandas/tests/arrays/categorical/test_take.py,# https://github.com/pandas-dev/pandas/issues/20664,httpsgithubcompandasdevpandasissues
/content/pandas/pandas/tests/tools/test_to_datetime.py,# consistency of conversions,consistency of conversions
/content/pandas/pandas/core/series.py,"# Assume that other is a scalar, so apply the function for",assume that other is a scalar so apply the function for
/content/pandas/pandas/tests/resample/test_resample_api.py,# series like aggs,series like aggs
/content/pandas/pandas/tests/reshape/merge/test_join.py,# nothing to merge,nothing to merge
/content/pandas/pandas/tests/copy_view/test_methods.py,"# of updating the backing array inplace, but we no longer want to make",of updating the backing array inplace but we no longer want to make
/content/pandas/pandas/core/internals/construction.py,"# TODO: check for length-zero range, in which case return int64 dtype?",todo check for lengthzero range in which case return int dtype
/content/pandas/pandas/tests/copy_view/test_methods.py,# the shallow copy still shares memory,the shallow copy still shares memory
/content/pandas/pandas/io/parsers/python_parser.py,# BOM that we want to remove. Check that the first element is a,bom that we want to remove check that the first element is a
/content/pandas/pandas/core/arrays/datetimelike.py,# pow is invalid for all three subclasses; TimedeltaArray will override,pow is invalid for all three subclasses timedeltaarray will override
/content/pandas/pandas/io/parsers/python_parser.py,# This exists at the beginning of a file to indicate endianness,this exists at the beginning of a file to indicate endianness
/content/pandas/pandas/core/ops/array_ops.py,#  and `maybe_prepare_scalar_for_op` has already been called on `right`,and maybepreparescalarforop has already been called on right
/content/pandas/pandas/core/dtypes/dtypes.py,# The dtype argument takes precedence over values.dtype (if any),the dtype argument takes precedence over valuesdtype if any
/content/pandas/pandas/tests/series/indexing/test_getitem.py,"# don't segfault, GH#495",dont segfault gh
/content/pandas/pandas/tests/test_algos.py,# create duplicated selection,create duplicated selection
/content/pandas/pandas/tests/window/test_expanding.py,# Not necessarily exactly 0.3,not necessarily exactly
/content/pandas/pandas/core/internals/construction.py,#  - all(len(x) == len(index) for x in arrays),alllenx  lenindex for x in arrays
/content/pandas/pandas/io/parsers/python_parser.py,# general type inference and conversion,general type inference and conversion
/content/pandas/pandas/io/json/_normalize.py,"# so we skip copying for top level, common case",so we skip copying for top level common case
/content/pandas/pandas/tests/io/parser/test_python_parser_only.py,# casting of the first two lines if we skip it.,casting of the first two lines if we skip it
/content/pandas/pandas/core/sorting.py,"# move labels to right locations (ie, unsort ascending labels)",move labels to right locations ie unsort ascending labels
/content/flask/tests/test_blueprints.py,"# different bp, same name, error",different bp same name error
/content/pandas/pandas/tests/window/test_timeseries_window.py,# so the columns need to be switched compared,so the columns need to be switched compared
/content/pandas/pandas/core/arrays/datetimelike.py,#  through cython_operation,through cythonoperation
/content/pandas/pandas/tests/strings/test_cat.py,# Series/Index with list of Series; different indexes,seriesindex with list of series different indexes
/content/pandas/pandas/tests/frame/methods/test_nlargest.py,# nsmallest,nsmallest
/content/pandas/pandas/io/pytables.py,# the index columns is just a simple index,the index columns is just a simple index
/content/pandas/pandas/core/generic.py,# error: Unsupported operand type for,error unsupported operand type for
/content/pandas/pandas/tests/groupby/methods/test_nth.py,# Test np ints work,test np ints work
/content/pandas/pandas/io/pytables.py,# PeriodIndex data is stored as i8,periodindex data is stored as i
/content/pandas/pandas/tests/tools/test_to_datetime.py,"# Not great to have logic in tests, but this one's hard to",not great to have logic in tests but this ones hard to
/content/pandas/pandas/tests/reshape/merge/test_merge_index_as_string.py,# Construct expected result,construct expected result
/content/pandas/pandas/core/series.py,# We still have the corner case where a tuple is a key,we still have the corner case where a tuple is a key
/content/pandas/pandas/tests/tools/test_to_datetime.py,"# 2.5.1 20/12/21   [dayfirst=1, yearfirst=1] -> 2020-12-21 00:00:00",dayfirst yearfirst
/content/pandas/pandas/core/generic.py,# can detect if something was set (e.g. in groupby) (GH9221),can detect if something was set eg in groupby gh
/content/pandas/pandas/tests/groupby/transform/test_numba.py,# Test that the functions are cached correctly if we switch functions,test that the functions are cached correctly if we switch functions
/content/pandas/pandas/core/generic.py,# Check if both conversions can be done without a copy,check if both conversions can be done without a copy
/content/pandas/pandas/io/common.py,"# type ""BaseBuffer""; expected ""Union[ReadBuffer[bytes],",type basebuffer expected unionreadbufferbytes
/content/pandas/pandas/tests/dtypes/test_missing.py,# Test fortran order,test fortran order
/content/pandas/pandas/core/arrays/datetimelike.py,# overridden by PeriodArray,overridden by periodarray
/content/pandas/pandas/core/dtypes/dtypes.py,"# ""*Generator[Any | dtype[Any] | ExtensionDtype, None, None]"";",generatorany  dtypeany  extensiondtype none none
/content/pandas/pandas/core/generic.py,"# if we have a date index, convert to dates, otherwise",if we have a date index convert to dates otherwise
/content/pandas/pandas/tests/resample/test_resample_api.py,# keyword warning.,keyword warning
/content/pandas/pandas/core/arrays/datetimelike.py,# i.e. np.datetime64 object,ie npdatetime object
/content/pandas/pandas/io/pytables.py,# description from the axes & values,description from the axes  values
/content/pandas/pandas/tests/indexes/timedeltas/test_constructors.py,# integral floats are non-lossy,integral floats are nonlossy
/content/pandas/pandas/tests/tools/test_to_datetime.py,"# the strings don't match the given format, so they raise and we coerce",the strings dont match the given format so they raise and we coerce
/content/pandas/pandas/tests/extension/test_sparse.py,# error: Incompatible types in assignment,error incompatible types in assignment
/content/pandas/pandas/core/internals/construction.py,# type: ignore[arg-type],type ignoreargtype
/content/pandas/pandas/core/generic.py,"# e.g. to_replace = [NA, ''] and value is 0,",eg toreplace  na  and value is
/content/pandas/pandas/tests/scalar/timestamp/methods/test_tz_localize.py,# fixed ambiguous behavior,fixed ambiguous behavior
/content/pandas/pandas/tests/arrays/sparse/test_arithmetics.py,# int32 NI ATM,int ni atm
/content/pandas/pandas/tests/frame/methods/test_rank.py,# descending,descending
/content/pandas/pandas/core/series.py,#  should be treated as 2D,should be treated as d
/content/pandas/pandas/core/internals/construction.py,# returned np.ndarray has ndim == 2,returned npndarray has ndim
/content/pandas/pandas/tests/copy_view/test_methods.py,# Check that no copy is made when we take all rows in original order,check that no copy is made when we take all rows in original order
/content/pandas/pandas/tests/tools/test_to_datetime.py,# GH 15760 UTC=True with Series,gh  utctrue with series
/content/pandas/pandas/tests/window/test_base_indexer.py,# if min_periods isn't specified,if minperiods isnt specified
/content/pandas/pandas/tests/frame/methods/test_rank.py,# TODO nullable string[python] should also return nullable Int64,todo nullable stringpython should also return nullable int
/content/pandas/pandas/tests/dtypes/test_missing.py,# Complex,complex
/content/pandas/pandas/core/generic.py,# Get defaults from the pandas config,get defaults from the pandas config
/content/pandas/pandas/io/pytables.py,# TODO: do we always have validate=True here?,todo do we always have validatetrue here
/content/pandas/pandas/tests/tools/test_to_datetime.py,# ValueError *always* raised,valueerror always raised
/content/pandas/pandas/tests/io/pytables/test_file_handling.py,# the file should not have actually been written,the file should not have actually been written
/content/pandas/pandas/io/common.py,"# No overload variant of ""GzipFile"" matches argument types",no overload variant of gzipfile matches argument types
/content/pandas/pandas/core/generic.py,# *while* loop is extremely expensive for DataFrame,while loop is extremely expensive for dataframe
/content/pandas/pandas/core/series.py,# Note: branch avoids `copy=None` for NumPy 1.x support,note branch avoids copynone for numpy x support
/content/pandas/pandas/core/indexers/utils.py,# In case of two dimensional value is used row-wise and broadcasted,in case of two dimensional value is used rowwise and broadcasted
/content/pandas/pandas/io/excel/_pyxlsb.py,# Prevents non-named columns from not showing up as Unnamed: i,prevents nonnamed columns from not showing up as unnamed i
/content/pandas/pandas/tests/tools/test_to_datetime.py,# See GH#16607,see gh
/content/pandas/pandas/tests/dtypes/cast/test_promote.py,# filling object with anything stays object,filling object with anything stays object
/content/pandas/doc/make.py,# Set the matplotlib backend to the non-interactive Agg backend for all,set the matplotlib backend to the noninteractive agg backend for all
/content/pandas/pandas/tests/io/pytables/test_file_handling.py,# reopen as append,reopen as append
/content/pandas/pandas/core/series.py,# arr = arr.view(),arr  arrview
/content/pandas/pandas/tests/frame/indexing/test_getitem.py,# MultiIndex columns,multiindex columns
/content/pandas/pandas/tests/extension/uuid/test_uuid.py,# Implementation details and convenience,implementation details and convenience
/content/pandas/pandas/core/generic.py,# Unary Methods,unary methods
/content/pandas/asv_bench/benchmarks/inference.py,#  does have some run-time imports from outside of _libs,does have some runtime imports from outside of libs
/content/pandas/pandas/tests/io/json/test_ujson.py,# Make sure no Exception is raised.,make sure no exception is raised
/content/pandas/pandas/tests/test_algos.py,# series,series
/content/pandas/pandas/tests/copy_view/test_methods.py,# mutating series doesn't update dataframe,mutating series doesnt update dataframe
/content/pandas/pandas/tests/io/parser/usecols/test_usecols_basic.py,# mismatched shape,mismatched shape
/content/pandas/pandas/core/arrays/datetimelike.py,# Reductions,reductions
/content/pandas/pandas/tests/frame/methods/test_astype.py,# see GH#14265,see gh
/content/pandas/pandas/core/ops/array_ops.py,# GH#36377 going through the numexpr path would incorrectly raise,gh going through the numexpr path would incorrectly raise
/content/pandas/pandas/tests/io/json/test_compression.py,# We'll complete file extension subsequently.,well complete file extension subsequently
/content/pandas/pandas/io/json/_json.py,# the integer values without worrying about conversion,the integer values without worrying about conversion
/content/pandas/pandas/tests/io/json/test_ujson.py,# Ensure proper DataFrame initialization.,ensure proper dataframe initialization
/content/pandas/pandas/io/pytables.py,# pytables<3.0 would remove a single row with stop=None,pytables would remove a single row with stopnone
/content/pandas/pandas/tests/extension/json/array.py,# self._values = self.values = self.data,selfvalues  selfvalues  selfdata
/content/pandas/pandas/tests/reshape/merge/test_multi.py,# GH#64492 - merge with right MultiIndex containing NaN used,gh  merge with right multiindex containing nan used
/content/pandas/pandas/io/common.py,# Infer compression,infer compression
/content/pandas/pandas/tests/tools/test_to_datetime.py,# misc cases,misc cases
/content/pandas/pandas/io/json/_json.py,# numeric or mixed objects,numeric or mixed objects
